301703,30003160,1
30003160,30003001,2
30003001,30003051,1
30003051,30003003,1
30003003,30003002,1
830004111,830004014,4
830004014,830004008,3
830004008,830004113,1
830004113,830004118,4
830004118,830004119,4
830004119,830004121,4
830004121,830004123,4
830004123,830004099,2
830004099,830004096,2
830004096,830004093,1
830004093,830004436,1
830004436,840004391,18
840004391,840003943,3
840003943,840003942,2
840003942,840003935,2
840003935,840003933,3
840003933,840003930,3
840003930,840000580,3
840000580,840000582,5
840000582,840000584,4
840000584,840000585,20
840000585,840002053,1
840002053,840002054,1
840002054,840002056,1
840002056,710002057,5
710002057,710002058,5
710002058,710002059,5
710002059,7113141,6
7113141,880002060,6
880002060,880002061,6
880002061,710000731,2
710000731,710000729,5
710000729,880000945,1
880000945,880000946,8
880000946,880000947,8
880000947,880000948,7
880000948,8812626,8
880000949,8812628,8
8812628,880000760,6
880000760,710000728,2
710000728,880000730,2
880000730,880000732,2
880000732,880002037,2
880002037,880002038,6
880002038,880002039,5
880002039,840002040,5
840002040,840002045,2
840002045,840002044,3
840002044,840002042,3
840002042,840002043,3
840002043,840002051,1
840002051,840000676,11
840000676,840000583,5
840000583,840000581,5
840000581,840003931,3
840003931,840003932,3
840003932,840003934,3
840003934,840003941,2
840003941,840004390,2
840004390,830004435,17
830004435,830004437,18
830004437,830004092,1
830004092,830004094,1
830004094,830004095,1
830004095,830004097,1
830004097,830004098,2
830004098,830004124,2
830004124,830004122,4
830004122,830004120,4
830004120,830004117,4
830004117,830004114,4
830004114,830004112,3
830004112,830004111,3
620003221,620003222,1
620003222,620003223,1
620003223,620003234,1
620003234,620003225,1
620003225,620003226,1
620003226,620003193,1
620003193,620003204,1
620003204,620003201,1
620003201,620003199,1
620003199,620003197,1
620003197,620003096,1
620003096,620003097,1
620003097,620003098,1
620003098,620003099,1
620003099,620003102,1
620003102,620003105,1
620003105,620003106,1
620003106,620003112,1
620003112,620003267,1
620003267,620003268,1
620003268,410003270,1
410003270,410003272,1
410003272,410003280,1
410003280,410003283,1
410003283,410003581,1
410003581,410003580,1
410003580,410003578,1
410003578,410003576,1
410003576,410003573,1
410003573,410003437,1
410003437,410003396,2
410003396,110003393,2
110003393,110003391,2
110003391,110003389,2
110003389,110003387,1
110003387,290003359,1
290003359,640000471,1
640000471,640000469,1
640000469,640000468,1
640000468,6413475,1
6413475,640000448,1
640000448,6413473,1
6413473,6415301,1
6415301,640000450,1
640000450,6415281,1
6415281,6415292,1
6415292,640000452,1
640000452,640000506,1
6415295,640000436,1
640000436,640000433,1
640000433,640000504,1
640000504,640000505,1
640000505,640000451,1
640000451,640000449,1
640000449,6413476,1
6413476,640000470,1
640000470,290003292,1
290003292,110003388,1
110003388,110003390,2
110003390,110003392,2
110003392,410003394,2
410003394,410003395,2
410003395,410003436,1
410003436,410003574,1
410003574,410003575,1
410003575,410003577,1
410003577,410003579,1
410003579,410003582,1
410003582,4114465,1
4114465,410003281,1
410003281,410003296,1
410003296,410003297,1
410003297,410003271,1
410003271,620003269,1
620003269,620003266,1
620003266,620003264,1
620003264,620003265,1
620003265,620003113,1
620003113,6201708,1
6201708,620003108,1
620003108,620003107,1
620003107,620003104,1
620003104,620003103,1
620003103,620003101,1
620003101,620003100,1
620003100,620003194,1
620003194,6201715,1
6201715,6201716,1
6201716,620003198,1
620003198,620003200,1
620003200,620003202,1
620003202,620003203,1
620003203,620003206,1
620003206,620003295,1
620003295,620003227,1
620003227,620003224,1
830004022,830004023,1
830004023,830004025,1
830004025,830004027,1
830004027,830004028,1
830004028,830004071,1
830004071,830004074,5
830004074,830004077,5
830004077,830004076,6
830004076,830004079,6
830004079,830004082,6
830004082,830003997,2
830003997,830003995,4
830003995,830003994,4
830003994,840003992,4
840003992,840000577,2
840000577,840000579,2
840000579,840000580,2
840000585,840000594,19
840000594,710000596,19
710000596,710000599,19
710000599,710000600,13
710000600,710000567,13
710000567,710000601,13
710000601,710000602,16
710000602,710000603,16
710000603,710000604,16
710000604,710000605,16
710000605,710000639,23
710000639,710000614,30
710000614,710000613,33
710000613,710000609,30
710000609,710000610,4
710000610,710000612,6
710000612,710000615,6
710000615,710000618,6
710000618,710000617,6
710000617,710017210,5
710017210,710000974,11
710000974,710000975,12
710000975,710000976,15
710000976,710000977,15
710000977,710000978,15
710000978,710000598,12
710000598,710000597,18
710000597,840000595,18
840000595,840000586,18
840000586,840000676,2
840000581,840000578,2
840000578,840003991,2
840003991,840003993,4
840003993,830003996,4
830003996,830003998,4
830003998,830004081,2
830004081,830004080,5
830004080,830004075,5
830004075,830004078,5
830004078,830004073,4
830004073,830004072,5
830004072,830004029,1
830004029,830004026,1
830004026,830004024,1
4114473,4114442,1
4114442,410003407,1
410003407,410003415,1
410003415,4114444,1
4114444,410003413,1
410003413,410003411,1
410003411,410003409,1
410003409,410003408,1
410003408,410003407,1
410003407,410003404,1
410003404,410003406,1
410003406,410003437,1
110003389,640003365,1
640003365,640000365,1
640000365,640000367,1
640000367,640000369,1
640000369,640000371,1
640000371,640000373,1
640000373,640000374,1
640000374,640000376,1
640000376,640000378,1
640000378,640000387,1
640000387,640000385,1
640000385,640000531,1
640000531,640000532,1
640000532,640000533,1
640000533,640000534,1
640000534,640000535,1
640000535,640000536,1
640000536,640000537,1
640000537,640000538,1
640000538,640000539,1
640000539,640000540,1
640000540,640000541,1
640000541,640000542,1
640000542,640000518,1
640000518,640000517,1
640000517,640000516,1
640000516,640000515,1
640000515,640000512,1
640000512,640000384,1
640000384,640000386,1
640000386,640000379,1
640000379,640000377,1
640000377,640000375,1
640000375,640000489,1
640000489,640000372,1
640000372,640000370,1
640000370,640000368,1
640000368,640000366,1
640000366,640003367,1
640003367,640003366,1
640003366,110003388,1
410003395,410003405,1
410003405,410003403,1
410003403,410003410,1
410003410,410003414,1
410003414,410003416,1
410003416,410003417,1
110003348,110003349,2
110003349,110003350,1
110003350,110003352,1
110003352,1114034,2
1114034,110001185,2
110001185,110001183,2
110001183,1114248,2
1114248,110001181,2
110001181,290001179,2
290001179,290001177,2
290001177,2914559,2
2914559,290001228,2
290001228,290001225,2
290001225,290001224,2
290001224,290001222,3
290001222,110001220,3
110001220,290001219,3
290001219,290001218,3
290001218,290001365,3
290001365,290001363,3
290001363,290001362,3
290001362,290001360,3
290001360,2914563,1
2914563,290001361,1
290001361,290001364,3
290001364,2914536,3
2914536,290001367,3
290001367,2914535,3
2914535,110001221,3
110001221,290001223,3
290001223,290001227,1
290001227,290001229,2
290001229,290001230,2
290001230,110001176,2
110001176,110001178,2
110001178,1114085,2
1114085,110001180,2
110001180,110001182,2
110001182,110001184,2
110001184,1114274,2
1114274,1114254,2
1114254,110003353,2
110003353,110003351,1
110003351,110003348,1
1114267,110003357,1
110003357,110003356,1
110003356,110003352,1
290001360,2914562,1
2914562,290001361,1
290001223,290001226,1
290001226,290001227,1
110003353,110003355,1
110003355,1114267,1
290000442,290000441,2
290000441,290000440,1
290000440,290000439,1
290000439,290001244,1
290001244,290001243,1
290001243,290001241,1
290001241,2914546,1
2914546,290001238,1
290001238,290001235,1
290001235,290001234,1
290001234,290001231,1
290001231,290001224,1
290001360,2914561,1
2914561,290001361,1
290001223,290001232,1
290001232,290001233,1
290001233,290001236,1
290001236,290001237,1
290001237,290001239,1
290001239,290001242,1
290001242,290000447,1
290000447,290000443,1
290000443,290000442,1
710017216,710000650,2
710000650,710000957,5
710000957,710000960,6
710000960,700017119,3
700017119,90013906,3
90013906,90015086,10
90015086,90011797,16
90011797,90008382,11
90008382,6714584,8
6714584,6714577,9
6714577,6700173,5
6700173,670016555,1
670016555,670016554,1
670016554,670016556,1
670016556,706334,1
706334,70016562,1
70016562,440015162,1
440015162,440015159,1
440015159,440015157,1
440015157,6311354,1
6311354,630015165,1
630015165,340015463,1
340015463,340015464,1
340015464,340015459,1
340015459,340015460,1
340015460,340015489,1
340015489,340015490,1
340015490,340015024,1
340015024,340015025,1
340015025,340015026,1
340015026,340015374,1
340015374,3406947,1
3406947,340015492,1
340015492,340015475,1
340015475,340015479,1
340015479,340015482,1
340015482,340015483,1
340015483,340015389,1
340015389,340015390,1
340015390,340015391,1
340015391,340015455,1
340015455,3407077,1
3407077,3407076,1
3407076,440015164,1
440015164,440015158,1
440015158,440015161,1
440015161,70016561,1
70016561,706325,1
706325,670016557,1
670016557,800014197,1
800014197,90017113,9
90017113,90017114,10
90017114,90017115,7
90017115,90017116,3
90017116,700017118,3
700017118,710000966,3
710000966,710000959,3
710000959,710000958,3
710000958,710000956,3
710000956,710000651,3
710000651,7113151,2
7113151,710000637,4
710000637,7113131,2
8412859,8412858,4
8412858,840000679,2
840000679,840000677,9
840000677,840000676,10
840000676,840000585,1
710000599,7112458,6
7112458,710000982,6
710000982,710000984,6
710000984,710000987,6
710000987,710000989,6
710000989,710000991,6
710000991,710000705,6
710000705,710000706,12
710000706,710000707,12
710000707,710017211,8
710017211,710000636,8
710000636,7113155,18
7113155,7113134,20
7113134,710000969,17
710000969,710000968,17
710000968,710017212,15
710017212,710000954,15
710000954,90013906,2
90008382,6714581,2
6714581,6714576,2
6714576,6714580,2
6714580,670012739,2
670012739,6714565,1
6714565,6714559,2
6714559,6714585,2
6714585,260016674,2
260016674,2600685,2
2600685,260016675,2
260016675,2600262,2
2600262,260016676,2
260016676,260016677,2
260016677,260016678,2
260016678,440015138,2
440015138,440015136,2
440015136,440015135,2
440015135,440015133,2
440015133,440015130,2
440015130,440015107,1
440015107,630015109,1
630015109,630015111,1
630015111,630015113,1
630015113,630015116,1
630015116,630015033,1
630015033,630015034,1
630015034,630015035,1
630015035,630014806,2
630014806,630014823,2
630014823,630014822,8
630014822,630012914,8
630012914,6311358,2
6311358,6311359,2
6311359,6311360,2
6311360,6311361,2
6311361,6311362,2
6311362,6306764,2
6306764,630014802,2
630014802,6311344,2
6311344,630015021,1
630015021,6311310,1
6311310,630015022,1
630015022,630015115,1
630015115,630015114,1
630015114,630015112,1
630015112,630015110,1
630015110,440015108,1
440015108,440015129,2
440015129,440015131,2
440015131,440015132,2
440015132,440015134,2
440015134,440015137,2
440015137,440015139,2
440015139,440015043,2
440015043,260016680,2
260016680,260016681,2
260016681,260016682,2
260016682,260016683,2
260016683,2600676,2
2600676,260016684,2
260016684,260016685,2
260016685,260015945,2
260015945,670016882,2
670016882,670016420,2
670016420,670016424,1
670016424,6714583,1
6714583,670012749,1
670012749,670003295,1
670003295,670012997,2
670012997,800012998,2
800012998,800012999,6
800012999,800013000,6
800013000,800014197,2
90017114,90016727,9
90016727,90016728,9
90016728,570014287,9
570014287,710000953,10
710000953,710017208,18
710017208,710000972,19
710000972,710000970,13
710000970,710017209,13
710017209,710000653,26
710000653,710000634,15
710000634,710000656,26
710000656,7110436,17
7110436,710002065,3
710002065,710002066,6
710002066,710000990,6
710000990,710000988,6
710000988,710000986,6
710000986,710000985,6
710000985,710000983,6
710000983,7112459,6
7112459,710000598,6
840000586,840000678,3
840000678,8412475,6
8412475,8412859,2
840000676,840000584,6
670012739,670009786,1
670009786,670003984,1
670003984,670016862,1
670016862,6714565,1
440015130,440015001,1
440015001,440015002,1
440015002,440015128,1
440015128,630015126,1
630015126,630015124,1
630015124,630015123,1
630015123,630015122,1
630015122,630015120,1
630015120,630015118,1
630015118,630015035,1
6311344,630015117,1
630015117,630015119,1
630015119,630015121,1
630015121,6306556,1
6306556,630015125,1
630015125,440015127,1
440015127,440015012,1
440015012,440015013,1
440015013,440015108,1
670016420,6714583,1
6714583,670003295,1
710000972,710017209,14
940003729,940003730,3
940003730,940003731,3
940003731,940003767,3
940003767,940003886,12
940003886,940004427,10
940004427,940004420,11
940004420,940003780,3
940003780,940003781,4
940003781,940003783,4
940003783,910003785,4
910003785,940003787,4
940003787,910000912,2
910000912,910000910,4
910000910,910000893,4
910000893,910017229,5
910017229,910000890,4
910000890,910000888,5
910000888,910002010,4
910002010,910002012,4
910002012,910000862,4
910000862,910000864,14
910000864,910000866,15
910000866,910000867,15
910000867,910000869,16
910000869,910000871,15
910000871,880001883,1
880001883,880001884,7
880001884,880001885,7
880001885,880001886,7
880001886,880001887,8
880001887,710001888,8
710001888,710000965,3
710000965,7110644,3
7110644,710000954,2
710000954,570014289,11
570014289,90016636,6
90016636,90015086,6
6700173,670012978,2
670012978,800012998,3
800012998,800014197,5
570014287,570014558,2
570014558,570014559,2
570014559,570014560,7
570014560,570014561,7
570014561,570014562,6
570014562,80014563,6
80014563,9110540,1
9110540,910000872,14
910000872,910000870,15
910000870,910000868,15
910000868,910000865,15
910000865,910000863,14
910000863,910002013,4
910002013,910002011,4
910002011,910002009,4
910002009,910000889,4
910000889,9112407,4
9112407,910000891,7
910000891,910000892,5
910000892,910000909,4
910000909,910000911,4
910000911,910003786,2
910003786,910003784,4
910003784,910003782,4
910003782,910003778,4
910003778,940004421,4
940004421,940004358,3
940004358,9412668,11
9412668,940004359,10
940004359,940004032,12
940004032,940003891,13
940003891,940003729,5
910000869,8812630,1
8812630,8812635,1
8812635,8812633,1
8812633,880001886,1
570014561,880002034,1
880002034,8812631,1
8812631,8812632,1
8812632,8812634,1
8812634,8812629,1
8812629,9112417,1
9112417,9112416,1
9112416,910000872,1
360004974,890004842,1
890004842,890004844,9
890004844,890004846,7
890004846,890004847,7
890004847,6509449,7
6509449,650012085,2
650012085,650012084,16
650012084,650012083,16
650012083,650005646,19
650005646,650005647,23
650005647,650005656,21
650005656,650005658,25
650005658,650005660,25
650005660,650005662,25
650005662,650005664,25
650005664,6509455,26
6509455,650005666,26
650005666,600005668,23
600005668,600005670,23
600005670,6009703,23
6009703,6009269,31
6009269,600005613,26
600005613,600005614,27
600005614,600012366,27
600012366,600012364,26
600012364,6009458,26
6009458,600012375,26
600012375,600012391,25
600012391,600012396,25
600012396,600012393,16
600012393,600012525,7
600012525,600012613,21
600012613,8210222,1
8210222,600012566,1
600012566,910001875,5
910001875,910001876,11
910001876,910001877,11
910001877,910001878,6
910001878,910001879,7
910001879,910001880,7
910001880,910001881,7
910001881,910001882,5
910001882,880001883,5
710001888,90013906,5
90008382,670005370,1
670005370,800014767,1
800014767,800002384,2
800002384,90017113,1
90017115,90017117,4
90017117,570001789,4
570001789,570014559,5
80014563,80014566,4
80014566,80014567,6
80014567,80014568,6
80014568,820012561,6
820012561,820012562,5
820012562,820012563,5
820012563,820012564,5
820012564,820012565,5
820012565,600012458,5
600012458,600012394,13
600012394,600012521,4
600012521,600012362,11
600012362,600012363,12
600012363,600012365,25
600012365,600012368,26
600012368,600005616,24
600005616,600005615,24
600005615,600005624,23
600005624,600005625,23
600005625,600005672,16
600005672,600005671,20
600005671,600005669,20
600005669,650005667,20
650005667,650005665,23
650005665,650005663,22
650005663,650005661,22
650005661,650005659,22
650005659,650005657,22
650005657,650005642,20
650005642,650005643,24
650005643,650005644,23
650005644,650005645,21
650005645,650012082,17
650012082,650012081,14
650012081,650012080,14
650012080,650004849,2
650004849,650004848,10
650004848,650004845,10
650004845,650004843,10
650004843,650004816,4
650004816,360004989,6
360004989,360004988,13
360004988,360004987,13
360004987,360004986,13
360004986,360004985,13
360004985,360004984,13
360004984,360004983,13
360004983,360004981,13
360004981,360004980,13
360004980,360004979,12
360004979,360004977,9
360004977,360004976,12
360004976,360004975,12
360004975,360004974,1
360004973,360004971,3
360004971,3609008,1
3609008,6509465,1
6509465,650004840,12
650004840,650004838,12
650004838,50004837,11
50004837,50004835,14
50004835,509022,14
509022,509040,14
509040,509035,14
509035,50004831,12
50004831,50004737,16
50004737,50004827,16
50004827,50004446,1
50004446,50012403,1
50012403,50012406,1
50012406,50012408,1
50012408,50012409,1
50012409,930007628,1
930007628,930007630,1
930007630,930007631,1
930007631,930007634,1
930007634,930007761,1
930007761,930012615,1
930012615,930012777,1
930012777,930012484,1
930012484,820012014,1
820012014,820012505,1
820012505,820012486,1
820012486,820012502,1
820012502,8210206,1
8210206,80014597,1
80014597,810590,1
810590,540014584,1
540014584,540014585,2
540014585,540014586,2
540014586,540014587,2
540014587,100014588,3
100014588,1010076,3
1010076,100014589,3
100014589,800015922,2
800015922,1010082,2
1010082,8010127,3
8010127,8000223,1
8000223,800012710,2
800012710,800014767,1
800002384,90007105,1
90007105,90010167,1
90010167,800000367,2
800000367,800011035,2
800011035,800015214,2
800015214,100014591,1
100014591,100014592,4
100014592,540014575,1
540014575,540014576,1
540014576,540014577,1
540014577,540014578,1
540014578,80014579,1
80014579,80014580,1
80014580,80014581,1
80014581,80014582,2
80014582,820005546,1
820005546,820012500,1
820012500,820012488,1
820012488,200012487,1
200012487,200012485,1
200012485,930012483,1
930012483,930012776,1
930012776,930012593,1
930012593,930012567,1
930012567,930007764,1
930007764,930007633,1
930007633,930007632,1
930007632,930007629,1
930007629,930007150,1
930007150,50012405,1
50012405,50012407,1
50012407,50012404,1
50012404,50004826,1
50004826,50004828,14
50004828,50004829,14
50004829,50004668,14
50004668,360004830,10
360004830,360004785,12
360004785,360004836,11
360004836,360004839,9
360004839,360004841,10
360004841,360004989,3
360004975,360004973,3
180005297,180005722,3
180005722,180005719,9
180005719,180005717,11
180005717,180005716,11
180005716,1814667,11
1814667,180005748,11
180005748,180005750,11
180005750,180005752,11
180005752,180005754,11
180005754,180005756,11
180005756,6009539,11
6009539,6009535,11
6009535,600012384,11
600012384,600012390,13
600012390,600012396,13
600012613,820012533,17
820012533,820012541,18
820012541,820012542,17
820012542,820012551,15
820012551,820012556,17
820012556,80014470,15
80014470,809826,17
809826,80014474,24
80014474,80014479,15
80014479,80014484,17
80014484,80014489,16
80014489,80014495,16
80014495,80014492,18
80014492,100014329,17
100014329,1009884,16
1009884,100014543,16
100014543,8010175,1
7612145,760002776,6
760002776,760002831,2
760002831,760002772,2
760002772,760002833,2
760002833,760002834,3
760002834,760002835,2
760002835,760012112,2
760012112,760012113,29
760012113,760012114,22
760012114,7612095,23
7612095,760002608,26
760002608,760012068,26
760012068,760012069,24
760012069,760012070,24
760012070,890012071,23
890012071,890012072,23
890012072,890012073,23
890012073,890012074,23
890012074,890012075,23
890012075,890012076,22
890012076,8914790,22
8914790,890012087,22
890012087,280004669,1
280004669,2808791,2
2808791,280004670,2
280004670,280004671,2
280004671,280004672,6
280004672,280004673,6
280004673,2815218,9
2815218,280004675,6
280004675,280005747,4
280005747,280005745,9
280005745,280005743,8
280005743,280005741,8
280005741,280005739,8
280005739,280005737,4
280005737,180005734,4
180005734,180005733,8
180005733,180005731,8
180005731,180005728,8
180005728,180005726,12
180005726,180005724,12
180005724,180005299,3
180005299,180005301,3
180005301,180005264,3
180005264,180005265,7
180005265,180005267,7
180005267,180005268,8
180005268,180005270,8
180005270,180005272,8
180005272,180005274,10
180005274,180005276,10
180005276,180005277,10
180005277,180005278,10
180005278,180005281,10
180005281,1814657,10
1814657,180005285,10
180005285,180012388,10
180012388,600012376,10
600012376,600012396,11
600012396,600012395,8
600012395,600012459,8
600012459,600012566,6
6714577,670012983,4
670012983,800012998,3
600012394,600012392,5
600012392,6009467,5
6009467,600012389,3
600012389,180005284,8
180005284,180005282,9
180005282,1814652,9
1814652,1809522,9
1809522,180005280,9
180005280,180005279,9
180005279,180005275,9
180005275,180005273,9
180005273,180005271,7
180005271,180005269,7
180005269,180005266,7
180005266,180005263,6
180005263,180005300,2
180005300,180005298,2
180005298,180005297,3
180005297,180005725,1
180005725,180005727,9
180005727,180005729,9
180005729,180005730,9
180005730,180005732,6
180005732,280005735,6
280005735,280005736,6
280005736,280005738,7
280005738,280005740,7
280005740,280005742,7
280005742,280005744,6
280005744,280005746,7
280005746,280004707,5
280004707,280004708,5
280004708,280004710,5
280004710,2815167,7
2815167,280004711,7
280004711,280004712,6
280004712,280004713,7
280004713,280004714,2
280004714,280004715,2
280004715,2808794,2
2808794,890012078,1
890012078,890012053,18
890012053,890012054,18
890012054,890012055,18
890012055,890012056,21
890012056,890012057,21
890012057,8914778,21
8914778,890012062,23
890012062,760012063,23
760012063,760012064,23
760012064,760012065,22
760012065,760012066,23
760012066,760012116,21
760012116,760012118,26
760012118,7612146,31
7612146,760012119,31
760012119,760012120,31
760012120,760012121,31
760012121,760002771,3
760002771,760002770,3
760002770,760002769,3
760002769,760002768,3
760002768,760002774,3
760002774,7612145,3
760012068,7612163,2
7612163,890004765,2
890004765,890004761,4
890004761,890004760,4
890004760,890004758,4
890004758,890004756,4
890004756,280004754,4
280004754,280004752,4
280004752,280005747,3
180005298,180005725,1
280005746,280004751,2
280004751,280004753,3
280004753,890004755,3
890004755,890004757,3
890004757,890004759,3
890004759,8914781,3
8914781,890004762,3
890004762,8914767,1
8914767,7612162,1
7612162,760012065,1
8914759,280004696,1
280004696,280004683,2
280004683,280004682,2
280004682,280004676,2
280004676,280005747,2
280005739,180005734,4
180005724,180005722,9
6009467,600012377,1
600012377,600012379,11
600012379,600012378,11
600012378,600012380,11
600012380,600012383,11
600012383,600012385,10
600012385,6009536,8
6009536,6009537,8
6009537,600005755,8
600005755,180005753,8
180005753,180005751,8
180005751,180005749,8
180005749,1809546,8
1809546,1809548,8
1809548,180005713,8
180005713,180005715,8
180005715,180005718,8
180005718,180005720,8
180005720,180005723,6
180005723,180005725,7
280004707,280004677,2
280004677,280004681,2
280004681,280004684,2
280004684,890012055,1
2812101,280005179,1
280005179,280005180,1
280005180,180005256,1
180005256,180005253,2
180005253,180005246,1
180005246,180005248,3
180005248,180005728,4
130001421,130001423,3
130001423,130001424,3
130001424,1313498,3
1313498,130001427,3
130001427,130001428,3
130001428,130001430,3
130001430,130001432,3
130001432,130001433,4
130001433,130001435,4
130001435,130001436,4
130001436,130001452,3
130001452,130001450,3
130001450,130001448,3
130001448,130001447,3
130001447,130001445,3
130001445,130001453,3
130001453,130001456,3
130001456,130001617,3
130001617,130001618,5
130001618,130001619,5
130001619,130001620,5
130001620,130001527,4
130001527,510001529,5
510001529,5112814,6
5112814,510001532,7
510001532,510001672,3
510001672,510001670,3
510001670,510001669,3
510001669,510001666,3
510001666,510001932,5
510001932,510001934,5
510001934,510001696,3
510001696,510001699,5
510001699,510001700,9
510001700,7112928,8
7112928,710001703,9
710001703,710001706,9
710001706,710001707,8
710001707,710002155,8
710002155,710017220,4
710017220,710002157,4
710002157,7112974,5
7112974,710000646,11
710000646,710000636,6
90011797,90013939,5
90013939,90013911,7
90013911,90013912,6
90013912,90013924,3
90013924,700013925,3
700013925,700013982,1
700013982,700013961,2
700013961,700016866,1
700016866,700015916,1
700015916,700016699,1
700016699,700015443,1
700015443,700012735,2
700012735,700015910,2
700015910,700015911,2
700015911,700015912,2
700015912,700015913,2
700015913,700015914,1
700015914,700016864,1
700016864,670013043,2
670013043,6700100,1
6700100,670014118,1
670014118,90013933,3
90013933,90013935,4
90013935,90013938,4
90013938,90017114,6
710000656,710002302,15
710002302,710002158,10
710002158,710017221,10
710017221,7113143,10
7113143,710002156,10
710002156,710001708,8
710001708,710001705,9
710001705,710001704,9
710001704,710001702,9
710001702,510001701,8
510001701,510001698,11
510001698,510001697,7
510001697,510001935,5
510001935,510001933,6
510001933,510001667,6
510001667,510001668,5
510001668,810576,5
810576,510001671,5
510001671,510001673,5
510001673,130001531,5
130001531,130001530,9
130001530,130001528,9
130001528,130001526,7
130001526,130001525,10
130001525,130001524,10
130001524,130001523,10
130001523,1313502,10
1313502,130001621,7
130001621,130001622,8
130001622,130001616,8
130001616,130001455,6
130001455,130001454,6
130001454,130001444,6
130001444,130001446,6
130001446,130001449,6
130001449,130001451,6
130001451,130001434,6
130001434,130001431,6
130001431,130001429,6
130001429,130001426,6
130001426,1313498,6
1313498,130001425,6
130001425,130001422,6
130001525,130001527,1
570014288,710000953,5
570014311,570014310,1
570014310,100017112,1
100017112,570014285,4
570014285,570014286,5
570014286,570014287,6
5113454,510001688,2
510001688,510001685,1
510001685,510001667,1
510001667,510001664,2
510001664,510001615,2
510001615,510001592,2
510001592,510001919,1
510001919,130001922,2
130001922,510001923,4
510001923,510001925,5
510001925,510001931,5
510001931,510001677,2
510001677,510001605,2
510001605,510001928,1
510001928,510001926,1
510001926,510005076,1
510005076,210005080,1
210005080,210005081,1
210005081,210001865,1
210001865,500017232,1
500017232,500001911,3
500001911,500001909,3
500001909,500001907,3
500001907,5013362,3
5013362,500001898,5
500001898,500001254,1
500001254,500001906,1
500001906,500001904,1
500001904,500001902,1
500001902,500001892,1
500001892,500001890,1
500001890,500001791,1
500001791,500001993,1
500001993,500001995,1
500001995,500001996,1
500001996,500001997,1
500001997,500005063,1
500005063,500005027,3
500005027,500005017,4
500005017,500005026,6
500005026,500005019,3
500005019,500005022,3
500005022,500001983,3
500001983,500001982,3
500001982,290001747,2
290001747,60012895,2
60012895,480012888,2
480012888,480012941,2
480012941,480012869,2
480012869,480012868,8
480012868,480012835,3
480012835,480012839,3
480012839,480012840,3
480012840,480012841,3
480012841,4811475,1
4811475,4811476,2
4811476,480014894,2
480014894,480012842,3
480012842,480012869,3
480012868,480014957,5
480014957,480012944,4
480012944,480012891,1
480012891,60012892,1
60012892,60012896,2
60012896,500001751,2
500001751,500001978,2
500001978,500001979,2
500001979,500001981,2
500001981,500001984,2
500001984,500005021,2
500005021,500005020,2
500005020,500005025,2
500005025,500005018,6
500005018,500005016,6
500005016,5013384,6
5013384,500005062,3
500005062,500001994,1
500001994,500001992,1
500001992,500001792,1
500001792,500001891,1
500001891,500001903,1
500001903,500001905,1
500001905,500001255,1
500001255,500001899,1
500001899,5013362,2
5013362,500001908,2
500001908,500001910,3
500001910,5013323,3
5013323,210001866,1
210001866,210005082,1
210005082,210005079,1
210005079,210005078,1
210005078,2113352,1
2113352,510001927,1
510001927,510001929,1
510001929,510001676,1
510001676,510001930,3
510001930,510001924,6
510001924,510001921,6
510001921,510001920,3
510001920,510001593,1
510001593,510001662,2
510001662,510001663,2
510001663,510001666,2
510001666,510001684,1
510001684,5113454,1
940003758,9412667,2
9412667,940003759,1
940003759,940003722,2
940003722,940003723,2
940003723,940003725,5
940003725,940003737,1
940003737,940003735,2
940003735,940003977,2
940003977,940004427,1
940004420,940004421,8
940004421,940004422,10
940004422,910004424,10
910004424,910000764,6
910000764,910000766,6
910000766,910000767,6
910000767,9112422,6
9112422,910000769,6
910000769,910000771,6
910000771,910000772,5
910000772,910000774,6
910000774,910000777,6
910000777,910000779,7
910000779,910002023,8
910002023,910002014,1
910002014,910002016,4
910002016,910002019,4
910002019,910002020,4
910002020,910000926,2
910000926,880000714,3
880000714,880000715,5
880000715,880000716,3
880000716,880000717,5
880000717,880002029,2
880002029,880000938,2
880000938,880000937,2
880000937,880002031,2
880002031,880002033,1
880002033,570014540,4
570014540,570014313,4
570014313,570014314,4
570014314,570014315,4
570014315,570014316,4
570014316,570014317,4
570014317,100014309,1
100014309,100017112,5
100017112,90008175,2
90008175,90013937,2
90013937,90013939,2
700013925,700016622,2
700016622,700013970,3
700013970,700013989,1
700013989,700012960,1
700012959,700013990,1
700013990,700013970,2
700013970,700013973,3
700013973,700013932,3
700013932,670014118,3
90013938,90013936,1
90013936,90008176,1
90008176,90007106,1
